Unnamed: 0,년도,클럽명,선수명,출전시간,득점,도움,슈팅,스로인,드리블 시도,키패스,전방 패스 시도,횡패스 시도,공격지역패스 시도,수비지역패스 시도,중앙지역패스 시도,롱패스,숏패스 시도,크로스 시도,경합 지상 시도,경합 공중 시도,태클 시도,클리어링,인터셉트,차단,블락,파울,피파울,Position,Role,Detailed Role
150,2022,대구,세징야,2565,12,6,97,12,37,67,336,425,361,29,609,441,558,209,65,84,51,9,26,13,24,20,71,FW,WF,Wide Threat
151,2022,대구,제카,2430,7,7,71,5,36,35,153,267,285,13,286,164,420,24,182,275,52,25,16,26,20,71,28,FW,CF,Roamer
152,2022,대전,레안드로,2508,9,5,27,25,45,42,178,415,473,51,380,313,591,99,54,92,33,19,29,12,16,8,34,FW,WF,Wide Threat
153,2022,대전,조유민,3101,6,0,20,10,3,0,796,786,75,599,1032,1064,642,6,61,304,82,269,221,61,96,29,19,DF,CB,Spreader
154,2022,대전,마사,2024,10,4,51,1,18,29,234,252,260,47,303,199,411,30,46,75,62,9,21,36,37,21,23,FW,CF,Roamer
155,2022,대전,원기종,1299,3,3,28,9,41,13,113,106,176,15,123,110,204,23,33,100,17,9,9,5,17,11,23,FW,WF,Wide Threat
156,2022,대전,민준영,2047,1,1,24,221,16,15,435,311,254,180,545,392,587,73,52,68,69,92,69,67,69,38,33,DF,FB,Safety
157,2022,대전,윌리안,2089,13,5,64,14,40,19,121,188,202,16,197,178,237,22,56,108,44,2,24,30,27,48,35,FW,CF,Roamer
158,2022,대전,임은수,1651,1,1,22,2,4,3,307,430,81,167,602,464,386,4,20,105,39,79,69,37,55,15,23,MF,CAM,Creator
159,2022,대전,김재우,1133,1,0,4,14,1,1,232,207,14,180,282,285,191,2,21,85,20,66,57,34,37,9,7,DF,CB,Spreader
160,2022,대전,변준수,1323,0,1,6,4,1,2,335,266,34,180,451,404,261,1,36,144,18,135,80,30,36,27,13,DF,CB,Spreader
161,2022,대전,김선호,231,0,0,1,28,3,2,62,34,36,18,75,51,78,13,8,15,2,5,5,7,7,1,2,FW,WF,Unlocker
162,2022,대전,임덕근,2385,2,4,28,41,20,11,457,644,213,228,854,700,595,33,44,130,60,111,107,49,87,22,24,MF,CAM,Creator
163,2022,대전,권한진,882,0,0,0,0,0,0,87,191,9,120,163,203,89,0,14,52,11,78,16,9,29,5,2,DF,CB,SCB
164,2022,대전,김승섭,1452,5,3,38,2,29,23,74,112,199,33,96,63,265,81,36,47,8,7,16,9,12,6,16,FW,WF,Wide Threat
165,2022,대전,이현식,2045,1,4,21,60,28,17,267,379,336,108,471,298,617,30,60,56,76,26,55,52,42,50,62,FW,CF,Target
166,2022,대전,서영재,997,0,1,8,112,15,5,191,231,118,78,328,188,336,41,12,21,19,30,37,12,20,12,19,DF,FB,Safety
167,2022,대전,김영욱,958,0,1,6,77,5,13,176,229,155,76,299,224,306,91,20,30,23,26,24,23,20,20,8,DF,FB,Safety
168,2022,대전,포파,436,0,0,10,0,2,3,44,26,48,4,50,30,72,5,21,60,6,4,5,2,9,6,12,FW,CF,Roamer
169,2022,대전,이창근,2905,0,0,0,0,0,0,719,188,1,895,12,817,91,0,1,0,0,38,137,2,6,1,4,GK,GK,Swiper goalkeeper
170,2022,대전,김인균,1720,6,2,46,77,21,8,187,197,199,60,263,176,346,47,35,83,34,29,32,24,18,32,27,FW,WF,Wide Threat
171,2022,대전,이진현,1979,4,5,32,5,11,30,370,518,282,114,724,552,568,107,39,41,71,26,37,41,42,29,35,MF,CDM,Box to Box
172,2022,대전,송창석,181,1,0,3,0,1,0,15,14,16,2,20,15,23,3,9,12,1,3,0,2,0,2,0,FW,CF,Roamer
173,2022,대전,주세종,1258,0,3,7,3,2,15,308,623,132,186,700,662,356,59,15,18,20,19,58,28,18,18,27,MF,CAM,Creator
174,2022,대전,신상은,236,1,1,6,0,3,2,10,12,14,3,15,9,23,9,10,21,2,2,2,2,2,3,4,FW,WF,Wide Threat
175,2022,대전,김민덕,2937,0,0,5,16,15,2,506,555,62,450,693,737,468,7,45,158,47,214,121,67,73,33,11,DF,CB,SCB
176,2022,대전,이준서,872,0,0,0,0,0,0,164,111,0,274,1,233,42,0,0,0,0,9,46,0,1,0,2,GK,GK,Goalkeeper
177,2022,대전,카이저,830,4,1,23,4,7,5,29,94,58,12,92,41,121,9,42,95,6,11,7,5,4,13,13,FW,CF,Finisher
178,2022,대전,공민현,1441,5,3,23,0,8,19,94,190,174,15,218,108,299,11,51,165,34,9,15,16,8,29,12,FW,CF,Roamer
179,2022,대전,배준호,295,1,0,2,0,6,2,16,40,33,5,47,24,61,4,14,13,14,4,3,6,8,5,8,FW,CF,Roamer
180,2022,대전,이종현,2069,1,1,17,187,25,6,398,301,248,136,547,388,543,61,45,67,32,66,58,42,43,37,20,DF,FB,Safety
181,2022,부산,홍욱현,822,0,1,2,0,0,1,199,147,7,172,223,282,120,1,27,48,17,46,38,19,23,14,9,DF,CB,SCB
182,2022,부산,박세진,2396,1,4,9,160,15,27,320,228,211,138,490,356,483,132,46,86,42,68,52,52,38,24,39,FW,WF,Unlocker
183,2022,부산,에드워즈,2576,0,3,15,36,18,15,280,444,166,156,579,464,437,36,50,97,79,61,92,58,60,30,12,MF,CAM,Box crasher
184,2022,부산,안준수,1571,0,0,0,0,0,0,433,201,0,619,15,568,66,1,0,1,1,27,82,1,5,0,5,GK,GK,Swiper goalkeeper
185,2022,부산,발렌티노스,2165,2,0,9,6,2,2,424,606,25,401,677,820,283,7,48,145,19,212,100,30,61,16,10,DF,CB,Aggressor
186,2022,부산,황병근,778,0,0,0,0,0,0,184,110,0,293,1,229,65,0,0,0,0,4,33,0,1,1,2,GK,GK,Swiper goalkeeper
187,2022,부산,권혁규,1676,0,1,9,2,6,4,272,507,74,188,633,484,411,5,49,79,67,47,77,48,67,30,19,MF,CAM,Creator
188,2022,부산,박정인,1705,6,1,49,1,6,11,97,151,145,39,201,124,261,11,67,166,28,24,12,14,26,25,20,FW,CF,Finisher
189,2022,부산,박종우,2032,0,2,12,6,3,20,373,455,94,202,687,640,343,61,56,54,60,84,59,61,57,36,24,MF,CAM,Creator
190,2022,부산,성호영,701,1,0,8,5,10,5,42,136,72,33,128,91,142,7,12,24,32,7,11,29,17,13,8,DF,CB,SCB
191,2022,부산,최예훈,481,0,0,0,35,5,2,58,49,46,34,101,71,110,18,13,15,7,5,15,10,16,3,2,DF,FB,Safety
192,2022,부산,최준,2865,0,6,21,292,34,23,483,514,284,326,644,580,674,86,86,121,143,139,125,92,103,35,45,DF,FB,Safety
193,2022,부산,황준호,1083,1,0,17,1,2,2,160,174,58,120,202,212,168,6,35,152,23,56,41,16,39,15,11,DF,CB,Spreader
194,2022,부산,어정원,1959,0,3,23,156,20,18,277,375,218,155,482,358,497,78,58,69,51,63,79,44,68,24,32,DF,FB,Safety
195,2022,부산,김도형,262,0,0,8,0,3,0,16,41,17,11,59,26,61,8,10,11,3,3,3,1,2,4,7,FW,WF,Wide Threat
196,2022,부산,김찬,1289,2,2,19,0,22,12,63,103,110,13,120,72,171,7,64,194,17,16,12,5,21,33,34,FW,CF,Finisher
197,2022,부산,정훈성,244,0,0,5,0,3,2,24,25,22,8,37,19,48,2,13,4,12,2,2,1,5,4,4,FW,CF,Roamer
198,2022,부산,구현준,542,0,0,3,56,2,0,97,64,59,50,134,106,137,16,12,25,6,22,14,10,14,5,7,DF,FB,Safety
199,2022,부산,정원진,1515,3,2,31,4,12,16,104,327,171,58,324,211,342,63,38,52,40,11,19,12,20,6,18,FW,WF,Wide Threat
200,2022,부산,이상헌,2233,7,3,46,11,29,13,230,232,233,76,332,245,396,65,40,33,44,14,28,14,40,35,29,FW,WF,Wide Threat
201,2022,부산,김동수,381,0,0,0,1,1,0,105,74,4,70,126,138,62,0,21,38,12,44,20,15,15,1,2,DF,CB,Spreader
202,2022,부산,조위제,2011,0,0,5,1,10,2,423,407,15,392,508,648,267,4,53,124,46,198,121,50,58,19,12,DF,CB,SCB
203,2022,부산,김정민,944,1,0,14,0,4,2,136,155,73,52,257,187,195,10,26,23,29,16,14,15,11,8,2,MF,CAM,Box crasher
204,2022,부산,구상민,1507,0,0,0,0,0,2,380,173,0,545,8,482,71,0,0,0,0,12,69,1,3,0,1,GK,GK,Swiper goalkeeper
205,2022,부산,김정현,1510,1,0,19,0,4,3,227,270,69,128,407,332,272,5,38,127,46,72,88,45,64,28,23,MF,CAM,Box crasher
206,2022,부산,이청웅,911,0,0,2,1,1,0,118,132,10,111,181,197,105,1,25,44,21,59,34,17,22,11,2,DF,CB,SCB
207,2022,부산,이태민,924,0,1,16,6,28,5,45,78,63,22,96,53,128,12,34,39,17,9,14,19,21,20,34,FW,WF,Wide Threat
208,2022,부산,이강희,1116,0,0,14,25,6,4,153,180,83,72,284,208,231,6,20,65,40,56,34,21,32,17,17,MF,CAM,Box crasher
209,2022,부산,이현준,253,0,0,1,0,1,1,9,19,18,2,20,17,23,0,10,18,5,3,2,7,4,8,5,FW,CF,Finisher
210,2022,부산,드로젝,1251,2,0,21,6,8,16,73,149,147,31,147,116,209,48,56,55,43,14,25,25,24,12,9,FW,WF,Wide Threat
211,2022,부산,이한도,2556,1,0,7,5,2,3,407,711,28,500,669,827,370,4,57,172,27,205,116,49,83,16,23,DF,CB,Aggressor
212,2022,부천,박창준,1939,6,3,32,32,43,23,150,328,247,81,328,212,444,34,35,84,78,13,41,43,36,28,54,MF,CDM,Box to Box
213,2022,부천,이주현,244,0,0,0,0,0,0,50,21,0,69,2,62,9,0,0,0,0,1,13,0,0,0,1,GK,GK,Goalkeeper
214,2022,부천,감한솔,439,0,0,2,24,1,3,57,48,47,30,83,55,105,19,11,5,9,11,15,8,10,6,3,DF,FB,Safety
215,2022,부천,김준형,2664,0,4,24,0,24,27,592,891,268,306,1304,788,1090,78,71,116,108,69,127,100,89,33,32,MF,CAM,Creator
216,2022,부천,송홍민,1233,2,2,22,2,2,8,216,384,83,120,512,381,334,36,25,47,35,56,47,27,22,22,5,MF,CAM,Creator
217,2022,부천,김정호,535,0,0,0,6,1,0,107,74,7,100,79,109,77,0,5,25,2,44,21,6,11,1,3,DF,CB,SCB
218,2022,부천,이풍연,259,0,0,1,4,0,0,67,49,5,60,60,65,60,0,11,25,7,16,18,11,13,3,2,DF,CB,Spreader
219,2022,부천,조현택,2902,6,4,44,229,59,27,504,405,308,213,635,534,622,127,44,99,55,121,96,64,83,31,34,DF,FB,Safety
220,2022,부천,최철원,3667,0,0,0,0,0,1,753,220,0,969,5,808,166,0,0,0,2,53,142,0,4,0,7,GK,GK,Goalkeeper
221,2022,부천,김강산,3620,1,2,17,201,11,8,918,975,129,815,1194,1245,893,18,101,315,76,284,189,103,145,48,29,DF,FB,Progressor
222,2022,부천,안재준,938,4,1,24,0,4,7,24,72,91,13,77,29,152,15,33,76,10,8,7,9,11,10,6,FW,CF,Roamer
223,2022,부천,최병찬,556,0,0,3,40,7,2,100,152,98,75,193,132,234,21,14,26,10,19,23,10,13,9,3,FW,WF,Unlocker
224,2022,부천,국태정,956,0,0,4,90,7,9,215,132,145,86,211,192,250,52,28,38,33,28,30,19,36,17,8,DF,FB,Safety
225,2022,부천,한지호,1952,6,3,40,14,20,33,175,262,295,47,322,207,457,98,33,187,27,20,18,20,24,45,34,FW,WF,Wide Threat
226,2022,부천,오재혁,2344,2,3,30,17,33,27,255,496,293,137,597,352,675,39,65,49,85,18,35,43,30,32,28,MF,CDM,Box to Box
227,2022,부천,이의형,1083,2,0,19,0,9,10,58,117,94,27,120,85,156,5,36,100,17,26,10,12,19,25,30,FW,CF,Finisher
228,2022,부천,닐손주니어,3725,7,2,25,2,6,11,873,1070,58,993,993,1362,682,12,87,137,110,246,216,113,92,15,11,DF,CB,SCB
229,2022,부천,이동희,1725,1,0,6,72,4,2,408,410,45,339,513,497,400,11,42,189,38,128,98,31,66,24,9,DF,FB,Safety
230,2022,부천,김호남,2834,3,2,26,59,17,22,270,304,312,152,411,292,583,98,52,76,42,58,53,55,42,27,14,DF,FB,Safety
231,2022,부천,요르만,1591,4,0,29,2,17,9,81,134,125,23,211,108,251,23,49,141,16,18,14,11,20,10,16,FW,CF,Finisher
232,2022,부천,은나마니,1400,3,2,39,0,35,12,72,119,139,16,122,67,210,34,101,180,17,24,11,13,22,40,17,FW,WF,Wide Threat
233,2022,부천,조수철,1515,2,2,29,5,3,11,300,451,142,158,686,446,540,5,23,35,40,27,39,32,39,23,9,MF,CAM,Creator
234,2022,부천,최재영,785,0,0,7,3,4,1,121,198,99,58,245,171,231,6,21,26,24,1,26,20,15,28,7,MF,CDM,Box to Box
235,2022,부천,이용혁,1857,1,0,6,48,4,4,404,323,14,391,441,492,354,9,54,149,45,139,58,53,84,20,36,DF,CB,Spreader
236,2022,부천,김규민,509,1,0,6,41,7,4,70,69,55,30,121,95,111,9,13,14,5,12,13,12,14,3,12,DF,FB,Safety
237,2022,부천,이시헌,1677,4,3,42,11,18,16,150,332,239,68,353,241,419,37,34,72,42,13,32,14,30,20,31,MF,CDM,Box to Box
238,2022,서울,일류첸코,2111,9,1,54,1,8,22,176,236,282,21,281,197,387,19,99,212,32,22,12,12,22,44,35,FW,CF,Target
239,2022,서울,이한범,1906,1,1,8,12,1,3,740,886,33,655,1085,1112,661,2,52,143,38,125,125,47,54,26,8,DF,CB,Aggressor
240,2022,서울,조지훈,216,0,0,1,1,0,0,41,86,11,75,63,102,47,2,3,8,3,13,8,2,3,1,1,DF,CB,Aggressor
241,2022,서울,임민혁,1532,0,0,4,3,4,3,265,203,71,339,101,353,158,22,12,7,11,11,59,11,9,8,7,FW,CF,Finisher
242,2022,서울,백종범,279,0,0,0,0,0,0,61,61,0,122,0,91,31,0,0,0,1,3,10,0,0,0,0,GK,GK,Goalkeeper
243,2022,서울,윤종규,3031,1,1,9,316,16,15,658,896,500,369,1230,911,1188,46,62,67,71,52,102,72,50,40,20,DF,FB,Progressor
244,2022,서울,팔로세비치,2747,5,2,56,25,18,35,486,623,445,121,958,751,773,126,49,57,77,23,51,28,49,32,43,MF,CDM,Box to Box
245,2022,서울,케이지로,518,0,0,7,5,3,4,41,103,72,9,112,70,123,9,13,9,13,6,6,10,8,8,1,FW,CF,Target
246,2022,서울,황인범,570,0,0,7,3,4,5,150,166,147,60,237,176,268,29,16,11,11,2,14,5,13,6,5,FW,WF,Unlocker
247,2022,서울,오스마르,2138,1,0,5,6,1,8,1099,1011,89,741,1457,1321,966,9,56,162,34,155,178,55,82,22,3,DF,CB,Aggressor
248,2022,서울,조영욱,2968,6,7,86,20,40,24,191,367,414,54,414,251,631,67,94,101,50,23,31,19,44,24,48,FW,WF,Wide Threat
249,2022,서울,정한민,868,2,0,17,5,4,5,52,134,133,23,139,99,196,16,22,25,22,1,15,9,19,11,3,FW,CF,Target
250,2022,서울,정현철,1409,1,0,8,4,0,1,240,486,98,155,614,413,454,3,39,80,39,57,60,33,42,17,5,MF,CAM,Creator
251,2022,서울,한승규,598,1,0,9,3,2,6,77,143,122,37,169,102,226,13,14,7,12,1,9,4,8,5,8,FW,CF,Target
252,2022,서울,양한빈,3372,0,0,0,1,0,0,630,575,0,1196,9,865,340,0,1,0,0,37,190,1,7,0,3,GK,GK,Goalkeeper
253,2022,서울,이태석,1544,0,0,11,125,9,9,347,407,199,203,624,467,559,55,34,50,24,61,48,28,34,17,23,DF,FB,Progressor
254,2022,서울,백상훈,385,0,0,2,3,6,2,59,70,38,26,123,78,109,3,8,7,12,3,8,14,4,10,11,MF,CAM,Box crasher
255,2022,서울,황현수,486,0,0,1,0,0,1,141,187,4,159,212,222,153,0,14,37,11,34,39,7,18,3,1,DF,CB,Aggressor
256,2022,서울,기성용,3061,0,1,37,12,7,26,900,1544,491,562,1885,1638,1300,92,43,46,52,70,117,50,53,24,26,MF,CAM,Creator
257,2022,서울,김진야,2303,1,1,16,181,28,16,414,476,383,197,626,408,798,48,62,57,31,73,77,59,45,18,16,DF,FB,Safety
258,2022,서울,고요한,589,0,2,3,6,5,8,123,112,116,34,202,98,254,12,14,7,9,11,7,7,5,5,13,MF,CDM,Box to Box
259,2022,서울,고광민,388,1,0,3,44,2,1,76,81,45,50,114,87,122,3,4,13,3,12,12,6,10,7,4,DF,FB,Safety
260,2022,서울,김신진,923,3,0,19,7,9,8,123,183,91,91,217,197,202,9,33,54,14,17,18,12,31,12,7,FW,CF,Roamer
261,2022,서울,박동진,1230,3,0,33,5,19,6,54,96,86,15,107,75,133,13,58,86,11,11,13,10,9,21,20,FW,CF,Finisher
262,2022,서울,권성윤,430,0,0,0,15,5,2,56,62,110,20,98,78,150,13,14,9,7,4,6,6,5,4,5,FW,WF,Unlocker
263,2022,서울,나상호,2597,8,4,49,55,50,39,237,376,498,62,505,345,720,163,62,53,30,9,16,23,38,23,47,FW,WF,Wide Threat
264,2022,서울,강상희,239,0,0,0,1,0,0,74,130,2,79,134,153,62,1,2,7,6,10,18,4,4,0,1,DF,CB,Aggressor
265,2022,서울,강성진,1821,1,4,26,9,40,21,187,276,339,51,331,264,457,64,31,34,27,8,19,15,19,8,21,FW,WF,Unlocker
266,2022,서울E,황태현,2213,2,0,21,263,7,33,541,400,200,267,661,551,577,105,51,85,51,106,91,51,57,9,17,DF,FB,Safety
267,2022,서울E,박준영,422,1,0,8,0,16,2,15,19,26,7,17,15,35,4,21,25,13,4,5,6,10,9,11,FW,CF,Finisher
268,2022,서울E,김원식,1824,0,0,16,1,1,4,222,410,63,246,401,460,250,5,33,109,33,88,75,23,47,34,34,DF,CB,SCB
269,2022,서울E,조동재,362,0,0,4,40,5,5,75,23,28,30,71,70,59,18,3,12,14,18,8,8,10,4,6,DF,FB,Safety
270,2022,서울E,윤보상,3448,0,0,0,0,0,1,678,256,0,933,2,825,110,0,0,0,2,32,140,0,12,0,4,GK,GK,Goalkeeper
271,2022,서울E,츠바사,2688,5,1,29,9,15,32,394,414,239,151,665,493,562,66,74,100,66,35,65,62,73,24,31,MF,CDM,Builder
272,2022,서울E,유정완,944,2,0,28,1,19,6,47,68,86,11,74,57,114,15,28,67,20,3,7,20,8,16,31,FW,WF,Wide Threat
273,2022,서울E,채광훈,2275,0,2,20,240,23,30,497,302,240,226,555,574,447,170,51,51,49,88,74,43,67,15,26,DF,FB,Safety
274,2022,서울E,김연수,3479,0,0,15,7,3,6,711,703,55,601,874,1005,525,8,112,312,86,306,226,93,138,56,19,DF,CB,Spreader
275,2022,서울E,김인성,2221,5,2,53,9,49,22,138,228,301,49,247,154,443,70,72,119,47,12,29,19,34,17,49,FW,WF,Wide Threat
276,2022,서울E,김선민,3330,2,1,30,6,2,16,471,768,195,295,981,845,626,15,87,98,135,108,175,103,87,76,24,MF,CAM,Box crasher
277,2022,서울E,아센호,1055,2,0,39,0,3,8,92,106,118,11,132,79,182,9,48,192,23,10,5,14,11,25,16,FW,CF,Roamer
278,2022,서울E,정성호,346,1,0,15,0,0,0,18,24,24,0,35,17,42,1,16,60,0,1,1,2,5,5,4,FW,CF,Finisher
279,2022,서울E,이성윤,309,1,0,13,0,11,7,21,22,27,8,23,15,43,17,15,17,6,3,3,7,15,10,2,FW,WF,Wide Threat
280,2022,서울E,김정환,2075,6,4,49,8,35,20,122,249,188,49,258,170,325,83,66,95,61,16,38,29,34,41,31,FW,WF,Wide Threat
281,2022,서울E,김민규,809,0,1,1,8,2,4,159,114,23,100,193,200,116,10,24,55,13,52,34,19,32,10,6,DF,CB,Spreader
282,2022,서울E,서보민,1252,0,1,22,160,7,18,287,209,185,115,307,328,279,104,15,36,19,46,38,29,34,9,8,DF,FB,Progressor
283,2022,서울E,이인재,1049,0,0,4,9,4,2,177,322,32,225,282,379,160,6,35,76,18,109,63,24,33,11,2,DF,CB,Aggressor
284,2022,서울E,서재민,1149,0,1,7,132,6,8,198,143,109,131,278,205,313,67,31,20,20,32,26,15,20,10,11,DF,FB,Safety
285,2022,서울E,김진환,243,0,0,2,0,0,1,52,52,6,51,58,76,39,1,9,30,2,23,13,4,9,0,1,DF,CB,Spreader
286,2022,서울E,김형근,417,0,0,0,0,0,0,75,78,0,153,0,137,16,0,0,0,0,8,22,1,1,0,0,GK,GK,Goalkeeper
287,2022,서울E,까데나시,1969,10,4,56,1,3,18,147,127,126,13,182,99,222,5,68,382,43,11,8,8,26,44,33,FW,CF,Finisher
288,2022,서울E,한용수,1833,0,0,7,2,1,4,282,351,11,337,336,516,168,2,48,114,19,160,90,49,63,13,25,DF,CB,SCB
289,2022,서울E,이재익,2449,1,0,10,9,10,3,550,460,42,409,607,688,370,7,58,141,51,179,139,48,67,26,7,DF,CB,SCB
290,2022,서울E,곽성욱,360,0,0,6,2,1,0,39,61,33,13,76,53,69,14,13,16,14,6,7,8,15,8,2,MF,CDM,Box to Box
291,2022,서울E,배재우,1828,0,1,6,193,5,15,314,290,213,124,437,387,387,63,35,49,53,73,45,30,33,21,24,DF,FB,Safety
292,2022,서울E,박태준,659,0,1,10,3,6,7,112,112,93,37,171,132,169,12,17,21,21,9,23,9,14,6,16,MF,CDM,Box to Box
293,2022,서울E,이동률,2144,6,5,47,3,29,29,146,223,216,47,230,164,329,73,70,81,64,14,26,21,43,22,45,FW,WF,Wide Threat
294,2022,성남,박수일,2574,5,1,34,193,33,21,372,383,330,219,487,418,618,154,59,84,72,65,73,43,70,21,27,DF,FB,Safety
295,2022,성남,이시영,2251,0,2,8,186,26,22,356,276,227,220,414,422,439,88,50,72,45,90,61,46,54,23,29,DF,FB,Safety
296,2022,성남,김민혁,2617,4,2,32,6,12,23,387,365,276,173,597,451,595,12,100,183,68,70,56,40,49,51,35,DF,CB,Spreader
297,2022,성남,김훈민,352,0,1,6,31,7,4,41,70,36,24,70,77,53,12,6,10,14,9,11,5,13,1,4,DF,FB,Safety
298,2022,성남,전성수,931,2,0,16,3,17,8,60,64,86,15,103,54,150,10,34,73,10,14,6,10,8,11,12,FW,CF,Roamer
299,2022,성남,김지수,1656,0,1,0,1,0,1,241,334,5,298,312,422,193,0,36,72,21,98,80,24,31,5,9,DF,CB,SCB
300,2022,성남,연제운,1655,1,1,2,2,1,3,363,576,30,434,596,676,384,4,39,72,28,117,82,36,49,8,10,DF,CB,Aggressor
301,2022,성남,김현태,496,0,0,1,0,0,3,74,104,22,51,141,132,82,0,4,18,8,16,14,8,10,3,2,DF,CB,SCB
