Unnamed: 0,년도,클럽명,선수명,출전시간,득점,도움,슈팅,스로인,드리블 시도,키패스,전방 패스 시도,횡패스 시도,공격지역패스 시도,수비지역패스 시도,중앙지역패스 시도,롱패스,숏패스 시도,크로스 시도,경합 지상 시도,경합 공중 시도,태클 시도,클리어링,인터셉트,차단,블락,파울,피파울,Position,Role,Detailed Role
302,2022,성남,이지훈,1209,0,0,8,64,13,5,151,118,122,75,204,156,245,23,39,22,25,14,15,13,24,7,18,DF,FB,Safety
303,2022,성남,뮬리치,2007,9,1,105,0,26,23,124,196,152,22,274,137,311,14,87,243,11,15,8,2,13,23,17,FW,CF,Finisher
304,2022,성남,김영광,3084,0,0,0,0,0,0,680,133,0,807,6,724,89,0,0,0,1,31,145,2,1,0,11,GK,GK,Goalkeeper
305,2022,성남,이재원,1287,0,0,11,4,8,6,153,148,82,91,252,179,246,6,32,31,42,36,44,24,48,15,17,DF,CB,SCB
306,2022,성남,마상훈,1470,0,0,5,2,2,1,294,319,8,329,323,411,249,1,33,93,32,117,72,39,46,11,11,DF,CB,SCB
307,2022,성남,양시후,404,0,0,0,0,1,0,80,97,11,56,167,136,98,1,16,25,16,26,27,11,15,3,2,MF,CAM,Creator
308,2022,성남,장효준,962,0,0,2,94,0,4,138,113,77,104,164,135,210,15,18,26,27,26,27,27,33,13,6,DF,FB,Safety
309,2022,성남,밀로스,991,3,0,31,2,5,10,183,238,77,71,322,286,184,4,24,27,35,15,29,16,15,16,8,MF,CAM,Creator
310,2022,성남,이종호,710,0,2,15,1,5,7,55,57,50,23,87,39,121,9,33,84,23,11,3,7,11,9,9,FW,CF,Finisher
311,2022,성남,곽광선,887,0,0,0,0,1,0,143,221,1,199,181,262,119,0,23,39,8,71,40,21,34,7,5,DF,CB,SCB
312,2022,성남,최지묵,1617,0,0,2,78,6,10,403,289,114,253,505,380,492,44,42,47,51,49,69,29,41,26,24,DF,FB,Safety
313,2022,성남,조성욱,641,0,0,3,0,2,0,99,142,3,84,162,168,81,0,21,45,11,67,29,14,26,6,1,DF,CB,Spreader
314,2022,성남,강의빈,1493,0,1,2,2,0,2,256,250,28,233,304,323,242,3,48,99,33,132,60,40,62,21,8,DF,CB,SCB
315,2022,성남,최필수,582,0,0,0,0,0,0,104,63,0,167,0,143,24,0,0,1,0,10,22,0,0,0,0,GK,GK,Goalkeeper
316,2022,성남,강재우,469,0,1,2,1,15,2,34,32,27,7,64,40,58,3,20,23,9,1,4,10,5,10,7,MF,CDM,Builder
317,2022,성남,안진범,800,0,1,1,3,4,7,143,140,67,36,267,197,173,22,11,28,19,9,12,16,13,14,19,MF,CDM,Box to Box
318,2022,성남,권완규,2203,2,1,15,37,5,6,499,463,74,429,608,661,450,34,62,129,52,136,89,52,58,31,13,DF,CB,SCB
319,2022,성남,권순형,1594,1,0,18,3,1,11,338,515,92,181,696,497,472,17,36,40,44,41,60,35,48,12,15,MF,CAM,Creator
320,2022,성남,팔라시오스,1557,4,3,35,0,47,17,87,182,163,15,181,149,210,87,121,78,27,3,10,5,10,30,21,FW,WF,Outlet
321,2022,성남,구본철,2353,5,4,52,8,24,21,215,288,209,86,368,256,407,112,89,107,82,31,45,43,52,27,37,FW,WF,Wide Threat
322,2022,성남,심동운,946,1,1,11,0,7,7,42,84,61,20,113,65,129,12,31,21,15,5,9,8,15,5,11,MF,CDM,Builder
323,2022,수원,민상기,1803,0,0,4,2,1,3,364,634,19,481,566,738,328,2,43,101,18,118,101,30,50,11,9,DF,CB,Aggressor
324,2022,수원,그로닝,687,0,0,8,2,3,4,27,45,53,2,60,19,96,7,29,64,10,12,4,5,2,17,10,FW,CF,Finisher
325,2022,수원,마나부,805,1,3,17,7,15,7,70,75,76,22,89,57,130,22,16,17,23,1,8,7,8,10,9,FW,WF,Wide Threat
326,2022,수원,유제호,324,0,0,1,1,2,0,46,52,18,25,81,54,70,1,3,3,5,4,4,5,4,8,3,MF,CAM,Box crasher
327,2022,수원,류승우,1638,2,0,27,3,12,4,133,129,120,45,215,133,247,31,26,51,62,21,19,26,28,28,25,FW,CF,Finisher
328,2022,수원,한석종,1234,0,0,2,3,4,2,206,400,73,119,554,427,319,1,24,54,42,22,41,26,27,18,9,MF,CAM,Creator
329,2022,수원,고명석,1661,3,0,7,2,1,1,302,318,17,255,387,446,213,4,43,110,36,146,99,51,60,9,13,DF,CB,SCB
330,2022,수원,강현묵,1306,0,4,13,3,10,20,156,120,137,45,217,132,267,14,27,53,48,11,25,31,27,22,14,MF,CDM,Builder
331,2022,수원,박형진,557,1,0,2,21,5,3,109,90,40,40,182,135,127,22,11,11,12,8,17,15,10,6,9,DF,FB,Safety
332,2022,수원,이기제,3079,1,14,19,230,8,59,502,484,288,284,815,620,767,275,46,73,44,106,74,47,46,19,15,DF,FB,Safety
333,2022,수원,사리치,1855,3,2,22,8,7,16,371,439,158,151,686,474,521,47,35,49,60,22,64,36,43,36,8,MF,CAM,Creator
334,2022,수원,노동건,201,0,0,0,0,0,0,51,5,0,56,0,41,15,0,0,0,0,1,8,0,1,0,0,GK,GK,Swiper goalkeeper
335,2022,수원,불투이스,3137,0,0,13,15,5,7,691,572,45,556,831,934,498,11,66,167,48,184,133,72,83,25,16,DF,CB,SCB
336,2022,수원,이종성,1995,2,0,9,2,2,9,422,541,119,231,784,581,553,16,35,39,64,46,79,44,55,38,35,MF,CAM,Creator
337,2022,수원,김상준,1160,2,0,3,1,1,2,179,304,42,120,400,308,254,2,16,46,26,53,54,26,28,14,8,MF,CAM,Box crasher
338,2022,수원,전진우,1774,6,3,46,2,24,14,106,189,161,35,237,138,295,30,34,81,42,18,16,17,23,23,48,FW,CF,Roamer
339,2022,수원,정승원,2475,0,1,26,24,36,14,317,336,211,120,480,347,464,66,66,50,46,30,73,23,52,15,36,FW,WF,Unlocker
340,2022,수원,오현규,2399,13,3,68,1,26,16,156,224,200,37,296,164,369,40,128,306,35,11,18,20,28,36,36,FW,CF,Finisher
341,2022,수원,박대원,717,0,0,3,29,1,2,124,99,49,67,172,152,136,6,12,32,10,46,17,14,32,10,3,DF,FB,Safety
342,2022,수원,양형모,3351,0,0,0,0,0,0,671,299,0,960,10,841,129,0,0,0,1,35,122,0,2,0,3,GK,GK,Goalkeeper
343,2022,수원,안병준,2128,11,0,73,0,8,12,112,150,126,18,219,105,258,8,62,231,14,25,12,13,12,24,44,FW,CF,Finisher
344,2022,수원,최성근,291,0,0,1,0,0,0,50,37,18,15,74,43,64,0,10,14,11,7,14,11,9,6,16,MF,CAM,Box crasher
345,2022,수원,김건희,799,2,0,23,0,14,4,68,55,82,7,100,44,145,3,31,90,7,8,5,7,3,10,15,FW,CF,Roamer
346,2022,수원,양상민,321,0,0,0,0,1,0,42,51,5,25,71,73,28,1,11,17,9,21,7,8,18,8,1,DF,CB,SCB
347,2022,수원,장호익,1882,0,2,1,134,14,8,409,309,136,209,530,406,469,31,42,64,58,107,66,61,53,31,32,DF,FB,Safety
348,2022,수원,염기훈,605,0,0,11,4,9,6,100,101,132,14,133,90,189,20,14,74,5,8,6,4,7,6,14,FW,WF,Unlocker
349,2022,수원FC,정재용,2177,5,2,29,6,2,11,410,515,128,193,763,596,488,14,35,87,50,40,77,39,59,17,14,MF,CAM,Creator
350,2022,수원FC,김주엽,317,0,1,1,30,14,1,77,26,31,44,64,58,81,11,13,12,19,12,14,8,6,4,0,DF,FB,Safety
351,2022,수원FC,이영준,418,1,1,10,0,1,6,23,39,41,3,58,24,78,4,33,61,13,3,4,5,7,7,5,FW,CF,Roamer
352,2022,수원FC,곽윤호,1963,0,1,2,2,0,1,365,389,6,401,409,477,339,0,70,97,43,198,105,54,54,15,36,DF,CB,SCB
353,2022,수원FC,박민규,3160,1,1,14,246,29,23,527,386,287,253,699,512,727,78,77,93,55,129,97,85,88,14,54,DF,FB,Safety
354,2022,수원FC,박상명,191,0,1,2,0,4,1,11,15,18,5,13,9,27,6,6,8,3,1,1,0,9,3,6,FW,WF,Wide Threat
355,2022,수원FC,박배종,2413,0,0,0,0,0,0,567,147,0,710,4,654,60,0,0,0,3,30,112,1,3,0,4,GK,GK,Swiper goalkeeper
356,2022,수원FC,라스,2580,8,7,88,0,33,33,219,307,336,8,308,174,478,21,127,485,11,31,18,14,25,21,20,FW,CF,Roamer
357,2022,수원FC,정동호,1370,2,0,10,123,11,13,261,199,129,119,330,281,297,65,32,32,41,60,37,26,18,9,18,FW,WF,Unlocker
358,2022,수원FC,김현,1752,8,1,45,0,2,18,177,156,158,24,265,135,312,3,69,301,7,28,15,19,15,28,23,FW,CF,Roamer
359,2022,수원FC,니실라,1057,2,2,16,3,6,12,121,121,82,40,225,133,214,59,38,34,30,7,18,24,25,15,16,MF,CDM,Builder
360,2022,수원FC,잭슨,1797,2,1,5,1,2,4,546,347,12,406,529,565,382,2,45,122,19,146,79,49,50,13,7,DF,CB,Aggressor
361,2022,수원FC,이기혁,648,0,1,9,5,5,3,68,94,66,36,126,72,156,7,13,41,25,16,10,19,22,13,14,FW,CF,Roamer
362,2022,수원FC,이범영,191,0,0,0,0,0,0,40,13,0,53,0,42,11,0,0,0,0,2,11,0,0,0,0,GK,GK,Goalkeeper
363,2022,수원FC,김상원,399,0,0,3,33,5,1,107,50,33,55,109,80,117,4,11,8,6,17,16,5,18,5,4,DF,FB,Safety
364,2022,수원FC,김건웅,3245,2,2,22,1,1,10,522,761,97,455,896,836,612,10,92,119,78,178,133,77,79,32,17,MF,CAM,Box crasher
365,2022,수원FC,장재웅,182,0,1,3,0,1,3,5,17,16,0,21,9,28,1,2,14,5,1,3,2,1,6,5,FW,CF,Finisher
366,2022,수원FC,황순민,436,0,1,2,19,4,2,65,77,38,37,128,68,135,10,7,6,19,12,5,9,12,6,4,DF,FB,Safety
367,2022,수원FC,김승준,1501,5,2,21,2,10,13,71,127,148,40,171,85,274,19,36,51,16,9,16,13,22,9,13,FW,CF,Roamer
368,2022,수원FC,장혁진,1102,1,1,9,0,4,7,191,228,106,78,389,230,343,25,25,26,39,18,41,16,28,15,30,MF,CAM,Box crasher
369,2022,수원FC,양동현,237,0,0,3,1,1,2,24,17,20,4,41,16,49,4,5,27,0,4,2,3,3,6,3,FW,CF,Finisher
370,2022,수원FC,신재원,270,0,0,2,12,6,0,48,37,18,42,49,69,40,14,4,9,8,14,6,7,16,4,3,FW,WF,Unlocker
371,2022,수원FC,이승우,2748,14,3,64,4,51,38,235,331,327,79,418,308,516,52,60,77,66,19,34,30,27,50,67,FW,WF,Wide Threat
372,2022,수원FC,유현,1062,0,0,0,0,0,0,245,46,0,291,0,267,24,0,0,0,0,20,57,2,3,1,4,GK,GK,Goalkeeper
373,2022,수원FC,무릴로,1532,1,5,28,2,7,24,169,305,200,44,405,228,421,84,22,39,31,11,21,13,16,17,33,MF,CDM,Box to Box
374,2022,수원FC,박주호,2753,0,1,7,5,6,9,419,729,193,196,1050,678,761,9,55,70,86,59,76,56,89,38,41,MF,CAM,Box crasher
375,2022,수원FC,김동우,1134,1,0,2,2,1,2,303,218,16,217,313,365,181,1,39,71,23,79,54,13,41,9,3,DF,CB,SCB
376,2022,수원FC,신세계,2178,0,1,7,77,3,5,291,376,63,246,465,506,268,13,60,74,45,107,81,41,42,18,8,DF,FB,Safety
377,2022,안산,이승빈,2850,0,0,0,0,1,0,644,183,0,820,7,753,74,0,0,0,4,35,159,0,5,0,5,GK,GK,Goalkeeper
378,2022,안산,이와세,1901,0,0,7,115,8,4,332,223,129,168,405,354,348,10,56,74,48,65,46,67,73,23,24,DF,FB,Safety
379,2022,안산,김륜도,1624,0,1,19,3,6,10,141,212,191,30,250,162,309,20,62,272,23,27,23,20,22,22,31,FW,CF,Roamer
380,2022,안산,강수일,853,2,0,16,2,10,1,87,68,65,17,153,65,170,7,20,139,10,24,11,7,15,8,16,MF,CDM,Builder
381,2022,안산,장동혁,321,0,0,1,0,0,0,10,8,5,7,13,10,15,0,1,2,2,2,1,4,1,0,0,DF,CB,SCB
382,2022,안산,김보섭,3365,7,5,71,94,65,32,327,357,383,117,439,280,659,98,95,120,75,59,62,39,61,48,48,FW,WF,Wide Threat
383,2022,안산,최건주,2832,7,3,46,13,57,22,105,227,261,42,221,118,406,54,60,82,52,18,26,36,34,30,34,FW,WF,Wide Threat
384,2022,안산,장유섭,1553,1,0,5,6,0,3,251,187,13,182,276,295,176,2,47,114,28,137,61,41,53,18,9,DF,CB,Spreader
385,2022,안산,이준희,2464,1,4,7,251,15,19,511,337,285,208,495,321,667,52,74,95,45,111,89,52,84,28,17,DF,FB,Safety
386,2022,안산,이지성,183,0,0,3,1,6,2,15,16,22,3,18,13,30,3,8,7,3,1,2,2,3,5,3,FW,WF,Wide Threat
387,2022,안산,김경수,807,1,0,8,0,4,6,122,165,36,63,247,145,201,7,11,23,20,22,31,16,25,8,11,FW,CF,Finisher
388,2022,안산,권영호,2086,3,0,12,2,3,2,356,374,26,354,399,515,264,2,58,168,37,193,106,50,86,31,18,DF,CB,Spreader
389,2022,안산,김원중,192,0,0,0,0,0,0,62,0,0,61,1,61,1,0,0,0,0,0,10,0,1,0,0,GK,GK,Swiper goalkeeper
390,2022,안산,김예성,1569,0,0,4,175,16,6,365,192,175,137,389,235,466,24,58,60,45,62,60,32,61,9,24,DF,FB,Safety
391,2022,안산,김영남,1879,0,0,10,0,2,6,316,514,69,353,473,527,368,3,46,79,65,82,119,44,72,18,14,MF,CAM,Creator
392,2022,안산,김선우,729,0,0,0,0,0,0,171,102,0,272,1,251,22,0,0,0,2,5,36,0,2,0,2,GK,GK,Swiper goalkeeper
393,2022,안산,김민호,2836,0,0,5,3,0,2,533,528,32,546,572,761,389,3,83,185,50,233,162,61,105,29,18,DF,CB,SCB
394,2022,안산,김경준,1663,6,0,44,3,19,8,83,180,127,22,209,114,244,9,69,147,40,17,15,12,9,23,42,FW,CF,Finisher
395,2022,안산,아스나위,1689,2,2,10,118,22,8,270,221,153,130,325,221,387,42,42,39,46,48,38,39,39,27,14,DF,FB,Safety
396,2022,안산,까뇨뚜,738,3,3,27,2,11,11,89,90,122,8,142,79,193,28,47,52,13,5,8,9,8,8,17,FW,WF,Outlet
397,2022,안산,변승환,233,0,0,1,0,1,1,22,57,12,20,58,33,57,3,10,5,15,3,10,7,5,4,4,DF,CB,SCB
398,2022,안산,두아르테,2249,4,7,45,29,28,43,353,482,337,70,545,396,556,94,30,34,32,7,35,12,21,16,55,FW,WF,Unlocker
399,2022,안산,송진규,1846,5,3,38,7,23,19,190,371,192,97,432,301,420,33,29,34,32,12,39,20,48,17,40,MF,CDM,Box to Box
400,2022,안산,신일수,1030,0,1,8,0,1,3,185,117,37,106,215,196,162,2,18,80,22,63,46,19,32,13,12,DF,CB,Spreader
401,2022,안산,신재혁,318,1,0,3,1,11,1,7,32,24,4,28,12,44,8,10,17,6,5,5,7,4,5,3,FW,WF,Wide Threat
402,2022,안산,박동휘,591,0,0,2,33,6,1,59,88,31,61,88,61,119,3,12,15,32,21,13,21,22,11,12,DF,FB,Safety
403,2022,안산,안성민,1195,0,0,2,66,3,2,221,155,46,162,244,231,221,7,45,58,23,83,42,29,40,13,13,DF,FB,Safety
404,2022,안산,박민준,224,0,0,0,0,0,0,57,17,3,32,43,47,31,1,5,26,1,22,8,2,11,2,1,DF,CB,Spreader
405,2022,안양,윤준성,449,0,0,2,2,1,1,59,73,8,55,77,87,53,3,20,39,3,43,21,10,17,8,2,DF,CB,Spreader
406,2022,안양,이창용,2584,3,0,12,4,1,3,357,618,36,473,544,766,287,5,61,165,30,247,135,55,73,28,15,DF,CB,SCB
407,2022,안양,연제민,1049,0,0,4,0,1,0,156,161,3,125,233,228,133,2,36,81,25,98,56,32,47,17,6,DF,CB,Spreader
408,2022,안양,정민기,3953,0,0,0,0,0,0,1089,264,0,1301,52,1220,133,0,0,1,0,60,216,4,9,1,10,GK,GK,Swiper goalkeeper
409,2022,안양,정석화,833,2,1,9,3,9,6,87,202,85,42,215,158,184,10,14,17,14,3,16,11,10,14,14,MF,CDM,Box to Box
410,2022,안양,정준연,802,0,0,3,78,4,1,137,76,70,70,107,123,124,7,18,41,13,42,25,19,22,9,11,DF,FB,Safety
411,2022,안양,김동진,2790,3,4,20,237,18,39,539,466,422,226,682,520,810,159,77,115,71,91,65,58,71,27,45,DF,FB,Safety
412,2022,안양,박종현,2984,0,0,7,5,4,3,445,582,61,361,770,741,451,3,78,190,47,193,133,71,69,38,16,DF,CB,SCB
413,2022,안양,박재용,621,2,0,12,0,1,5,41,107,84,12,100,53,143,2,41,145,7,7,6,5,5,10,12,FW,CF,Target
414,2022,안양,김주환,1243,0,0,2,122,26,3,244,150,136,104,293,239,294,38,29,23,34,42,40,20,28,12,19,DF,FB,Safety
415,2022,안양,김경중,1562,6,4,30,14,48,20,167,221,242,34,313,209,380,48,39,56,26,5,21,8,18,26,26,FW,WF,Wide Threat
416,2022,안양,주현우,2977,1,3,13,292,22,28,547,381,395,231,621,529,718,186,57,97,78,105,111,64,77,24,36,DF,FB,Safety
417,2022,안양,안드리고,1606,7,4,35,1,16,30,297,251,163,103,358,323,301,78,40,59,78,31,49,39,40,37,13,MF,CAM,Box crasher
418,2022,안양,아코스티,2567,7,11,75,14,48,31,247,377,377,64,400,252,589,49,79,192,36,25,30,28,34,26,55,FW,WF,Wide Threat
419,2022,안양,구대영,1126,0,1,6,119,13,7,192,242,116,108,284,276,232,29,29,58,37,42,45,47,30,21,18,DF,FB,Safety
420,2022,안양,홍창범,1588,0,2,19,1,14,9,241,376,173,90,510,342,431,11,40,77,46,37,54,42,45,37,36,MF,CAM,Box crasher
421,2022,안양,황기욱,2167,1,2,12,0,4,10,398,448,150,141,713,471,533,15,63,104,67,75,63,41,68,43,19,MF,CAM,Box crasher
422,2022,안양,조나탄,2506,9,4,57,0,4,26,148,263,311,14,322,130,517,9,143,518,16,26,16,11,9,25,27,FW,CF,Roamer
423,2022,안양,백동규,3722,2,0,6,101,2,4,920,662,101,548,1064,1030,683,8,76,232,39,279,175,73,108,48,8,DF,CB,SCB
424,2022,안양,백성동,2514,5,1,45,11,31,33,221,332,312,64,403,337,442,137,43,40,28,24,24,20,27,16,35,FW,WF,Wide Threat
425,2022,안양,이상용,577,0,0,1,0,0,1,87,94,3,76,142,140,81,2,17,37,11,40,26,11,11,4,2,DF,CB,SCB
426,2022,안양,이정빈,1009,0,0,22,3,7,9,137,254,108,57,341,271,235,40,26,32,21,17,34,11,18,11,28,MF,CDM,Box to Box
427,2022,안양,김형진,186,1,0,3,0,0,0,21,20,4,18,29,24,27,1,2,16,4,16,13,1,6,2,1,DF,CB,Spreader
428,2022,울산,레오나르도,2404,11,4,65,1,15,28,148,154,199,14,220,155,278,21,104,144,37,8,10,10,20,60,29,FW,CF,Finisher
429,2022,울산,바코,3003,8,1,88,4,54,27,292,608,584,77,666,390,937,38,93,54,51,11,35,29,35,13,35,FW,CF,Target
430,2022,울산,조수혁,237,0,0,0,0,0,0,37,25,0,62,0,49,13,0,0,0,0,2,12,0,1,0,1,GK,GK,Goalkeeper
431,2022,울산,엄원상,2347,12,6,49,3,45,33,153,223,349,64,233,170,476,67,71,75,62,15,30,35,52,17,37,FW,WF,Wide Threat
432,2022,울산,김태환,5144,0,4,35,439,42,33,792,1061,825,472,1359,1081,1575,195,105,114,114,113,152,79,103,57,42,DF,FB,Safety
433,2022,울산,김영권,3287,0,0,4,3,2,6,1260,1294,94,870,1809,1711,1062,5,64,97,42,168,177,53,51,16,18,DF,CB,Aggressor
434,2022,울산,신형민,183,0,0,0,0,0,0,55,56,9,36,94,71,68,0,3,8,5,7,13,5,3,1,1,DF,CB,Aggressor
435,2022,울산,박주영,196,0,0,3,0,0,4,8,15,19,0,15,8,26,0,3,6,2,0,0,1,2,3,0,FW,CF,Roamer
436,2022,울산,아마노 준,2198,9,1,63,7,46,22,267,376,402,51,436,270,619,161,49,49,45,13,20,35,43,31,59,FW,WF,Unlocker
437,2022,울산,최기윤,473,1,1,7,4,8,5,23,37,60,10,59,37,92,12,8,18,40,0,5,5,5,12,10,FW,WF,Wide Threat
438,2022,울산,고명진,443,0,0,1,1,0,1,102,151,42,45,225,128,184,1,8,21,14,13,10,6,4,4,1,MF,CAM,Creator
439,2022,울산,이청용,2397,3,2,26,28,22,25,567,834,498,207,1070,656,1119,115,44,60,64,23,78,40,46,14,63,MF,CDM,Distributor
440,2022,울산,황재환,275,0,0,4,0,4,0,5,36,20,4,35,16,43,2,5,10,5,0,0,3,5,4,1,FW,CF,Finisher
441,2022,울산,설영우,2879,0,3,29,234,15,19,640,861,590,404,1173,850,1317,81,59,60,82,107,130,73,60,25,46,DF,FB,Progressor
442,2022,울산,임종은,1335,1,1,5,0,1,2,395,553,22,396,603,683,338,7,30,84,14,94,81,20,28,7,8,DF,CB,Aggressor
443,2022,울산,이규성,2414,1,1,22,11,13,19,517,784,372,195,1098,635,1030,62,45,39,83,29,82,35,37,36,15,MF,CDM,Distributor
444,2022,울산,조현우,3412,0,0,0,0,0,0,585,549,0,1124,10,843,291,0,1,0,2,17,104,2,2,0,2,GK,GK,Goalkeeper
445,2022,울산,김기희,1345,0,1,5,1,1,5,336,523,18,332,551,638,263,9,35,77,29,90,66,30,23,10,8,DF,CB,Aggressor
446,2022,울산,김민준,575,1,0,10,2,12,1,40,48,95,7,74,37,139,12,20,29,12,4,8,8,14,9,10,FW,WF,Wide Threat
447,2022,울산,마틴 아담,842,9,4,20,0,1,14,38,88,80,2,95,46,131,0,40,90,3,7,4,5,12,9,7,FW,CF,Roamer
448,2022,울산,박용우,2521,0,0,20,9,9,10,723,1107,257,411,1475,1044,1099,7,53,176,63,129,162,43,82,24,23,MF,CAM,Creator
449,2022,울산,원두재,1446,0,0,7,0,1,2,504,727,104,312,988,765,639,2,29,73,50,60,67,38,33,13,14,MF,CAM,Creator
450,2022,울산,이명재,1549,0,3,11,141,15,12,270,279,239,190,401,341,489,73,30,34,26,57,51,32,28,8,8,DF,FB,Safety
451,2022,울산,윤일록,705,1,1,14,15,11,3,62,111,93,40,132,103,162,26,17,25,21,8,20,20,9,7,10,FW,WF,Wide Threat
452,2022,인천,김동헌,2404,0,0,0,0,0,1,514,90,0,599,5,524,80,0,0,0,1,36,103,2,4,0,6,GK,GK,Goalkeeper
453,2022,인천,이동수,1191,1,0,12,2,5,1,230,294,112,117,439,276,392,6,29,55,40,46,45,14,34,10,5,MF,CAM,Box crasher
454,2022,인천,아길라르,2110,0,3,30,8,21,42,401,499,278,133,772,470,713,107,58,53,68,17,38,28,36,34,59,MF,CDM,Box to Box
