Column1,Unnamed: 0,클럽명,선수명,출전 경기,득점,도움,공격 지역 패스,중앙 지역 패스,수비 지역 패스,태클,클리어링,인터셉트,차단,획득,블락,SHO,DRI,PHY,LOP,SHP,TAK,Position,Role,Detailed Role,url
151,151,대구,제카,27,7,7,285,286,13,52,25,16,26,98,20,44,42,53,64,67,27,FW,CF,Roamer,https://www.youtube.com/watch?v=cqYAoHX4YBQ
152,152,대전,레안드로,27,9,5,473,380,51,33,19,29,12,126,16,70,62,35,85,80,42,FW,WF,Wide Threat,https://www.youtube.com/watch?v=xEsc7MuaWpE
153,153,대전,조유민,34,6,0,75,1032,599,82,269,221,61,113,96,60,33,72,82,91,44,DF,CB,Spreader,https://www.youtube.com/watch?v=_bjeGThhSCE
154,154,대전,마사,22,10,4,260,303,47,62,9,21,36,133,37,63,44,40,76,80,34,FW,CF,Roamer,https://www.youtube.com/watch?v=apnpvdMczqc
155,155,대전,원기종,14,3,3,176,123,15,17,9,9,5,52,17,50,37,43,63,74,53,FW,WF,Wide Threat,https://www.youtube.com/watch?v=LyGm3HVt9A0
156,156,대전,민준영,22,1,1,254,545,180,69,92,69,67,117,69,42,50,47,70,89,29,DF,FB,Safety,https://www.youtube.com/watch?v=HPEG8X-9Na8
157,157,대전,윌리안,23,13,5,202,197,16,44,2,24,30,106,27,62,52,33,79,76,41,FW,CF,Roamer,https://www.youtube.com/watch?v=tmjfbd3eBKI
158,158,대전,임은수,18,1,1,81,602,167,39,79,69,37,97,55,45,0,52,86,91,44,MF,CAM,Creator,https://www.youtube.com/watch?v=wKnrOQ5WXSU
159,159,대전,김재우,12,1,0,14,282,180,20,66,57,34,27,37,75,0,67,79,87,40,DF,CB,Spreader,https://www.youtube.com/watch?v=8__ZZ-b7iik
160,160,대전,변준수,14,0,1,34,451,180,18,135,80,30,53,36,17,0,59,85,91,33,DF,CB,Spreader,https://www.youtube.com/watch?v=FsPw8GQ8sRc
161,161,대전,김선호,2,0,0,36,75,18,2,5,5,7,14,7,100,67,35,84,88,50,FW,WF,Unlocker,
162,162,대전,임덕근,26,2,4,213,854,228,60,111,107,49,164,87,50,35,62,85,85,48,MF,CAM,Creator,https://www.youtube.com/watch?v=zH0YsEMt4kU
163,163,대전,권한진,9,0,0,9,163,120,11,78,16,9,26,29,0,0,62,92,89,45,DF,CB,SCB,https://www.youtube.com/watch?v=zVqHEGmK_2U
164,164,대전,김승섭,16,5,3,199,96,33,8,7,16,9,84,12,63,34,37,84,83,38,FW,WF,Wide Threat,https://www.youtube.com/watch?v=PeHpCg7Q5dM
165,165,대전,이현식,22,1,4,336,471,108,76,26,55,52,192,42,62,36,51,85,84,28,FW,CF,Target,https://www.youtube.com/watch?v=oH8pnc3x55Q
166,166,대전,서영재,11,0,1,118,328,78,19,30,37,12,38,20,62,27,36,78,89,37,DF,FB,Safety,https://www.youtube.com/watch?v=td6IEpOEzcw
167,167,대전,김영욱,10,0,1,155,299,76,23,26,24,23,69,20,17,60,48,78,86,39,DF,FB,Safety,https://www.youtube.com/watch?v=jVrG3RYNh-g
168,168,대전,포파,4,0,0,48,50,4,6,4,5,2,25,9,80,50,48,47,67,0,FW,CF,Roamer,
169,169,대전,이창근,32,0,0,1,12,895,0,38,137,2,55,6,0,0,100,56,99,0,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=5YxqA6ENSWk
170,170,대전,김인균,19,6,2,199,263,60,34,29,32,24,100,18,61,29,47,72,81,35,FW,WF,Wide Threat,https://www.youtube.com/watch?v=UVZC38tvx4Q
171,171,대전,이진현,21,4,5,282,724,114,71,26,37,41,171,42,62,36,38,83,82,30,MF,CDM,Box to Box,https://www.youtube.com/watch?v=fTDOP11EGGo
172,172,대전,송창석,2,1,0,16,20,2,1,3,0,2,6,0,100,100,29,67,57,0,FW,CF,Roamer,
173,173,대전,주세종,13,0,3,132,700,186,20,19,58,28,137,18,57,0,64,81,83,40,MF,CAM,Creator,https://www.youtube.com/watch?v=XPOsdKrp6Y8
174,174,대전,신상은,2,1,1,14,15,3,2,2,2,2,7,2,50,33,29,89,57,0,FW,WF,Wide Threat,
175,175,대전,김민덕,32,0,0,62,693,450,47,214,121,67,120,73,40,27,63,86,90,45,DF,CB,SCB,https://www.youtube.com/watch?v=xw5KGWxSkYQ
176,176,대전,이준서,9,0,0,0,1,274,0,9,46,0,13,1,0,0,0,59,100,0,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=F0pY204uV9g
177,177,대전,카이저,9,4,1,58,92,12,6,11,7,5,21,4,65,57,35,78,74,33,FW,CF,Finisher,https://www.youtube.com/watch?v=4l2ZR-D0us4
178,178,대전,공민현,16,5,3,174,218,15,34,9,15,16,56,8,61,25,38,69,79,29,FW,CF,Roamer,https://www.youtube.com/watch?v=yxy7AVggOa0
179,179,대전,배준호,3,1,0,33,47,5,14,4,3,6,15,8,50,33,26,83,89,36,FW,CF,Roamer,
180,180,대전,이종현,22,1,1,248,547,136,32,66,58,42,110,43,59,52,49,70,90,38,DF,FB,Safety,https://www.youtube.com/watch?v=6M7XKfBIhS4
181,181,부산,홍욱현,9,0,1,7,223,172,17,46,38,19,31,23,50,0,45,84,88,47,DF,CB,SCB,https://www.youtube.com/watch?v=zdgmMaleuTI
182,182,부산,박세진,26,1,4,211,490,138,42,68,52,52,63,38,56,13,37,78,86,33,FW,WF,Unlocker,https://www.youtube.com/watch?v=v9BWcTF5nEw
183,183,부산,에드워즈,28,0,3,166,579,156,79,61,92,58,206,60,67,44,33,81,84,23,MF,CAM,Box crasher,https://www.youtube.com/watch?v=Jor6mweaFxE
184,184,부산,안준수,17,0,0,0,15,619,1,27,82,1,32,5,0,0,100,63,98,100,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=VPlgFTssIQ8
185,185,부산,발렌티노스,24,2,0,25,677,401,19,212,100,30,60,61,56,0,65,86,90,42,DF,CB,Aggressor,https://www.youtube.com/watch?v=QanHPprHTIs
186,186,부산,황병근,8,0,0,0,1,293,0,4,33,0,14,1,0,0,0,59,100,0,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=-TgP00eMB90
187,187,부산,권혁규,18,0,1,74,633,188,67,47,77,48,105,67,56,67,56,86,89,34,MF,CAM,Creator,https://www.youtube.com/watch?v=q7VFq825S18
188,188,부산,박정인,18,6,1,145,201,39,28,24,12,14,73,26,57,50,35,77,77,21,FW,CF,Finisher,https://www.youtube.com/watch?v=MNmm4bKe1zY
189,189,부산,박종우,22,0,2,94,687,202,60,84,59,61,120,57,33,33,54,81,83,25,MF,CAM,Creator,https://www.youtube.com/watch?v=sJ2AEHXmVmU
190,190,부산,성호영,7,1,0,72,128,33,32,7,11,29,35,17,75,20,31,89,81,47,DF,CB,SCB,https://www.youtube.com/watch?v=s6Az-aPoVdE
191,191,부산,최예훈,5,0,0,46,101,34,7,5,15,10,14,16,0,80,32,86,88,29,DF,FB,Safety,https://www.youtube.com/watch?v=yOKy0zfIJAw
192,192,부산,최준,31,0,6,284,644,326,143,139,125,92,158,103,29,53,55,75,81,39,DF,FB,Safety,https://www.youtube.com/watch?v=B2gXPX64QOY
193,193,부산,황준호,12,1,0,58,202,120,23,56,41,16,39,39,41,0,55,67,74,22,DF,CB,Spreader,https://www.youtube.com/watch?v=L7a4DWhZHXw
194,194,부산,어정원,21,0,3,218,482,155,51,63,79,44,121,68,52,60,39,82,84,33,DF,FB,Safety,https://www.youtube.com/watch?v=aWMZOY0nJdw
195,195,부산,김도형,2,0,0,17,59,11,3,3,3,1,14,2,38,33,38,85,82,0,FW,WF,Wide Threat,
196,196,부산,김찬,14,2,2,110,120,13,17,16,12,5,45,21,47,32,48,65,71,59,FW,CF,Finisher,https://www.youtube.com/watch?v=FeUS6jR0ByM
197,197,부산,정훈성,2,0,0,22,37,8,12,2,2,1,14,5,40,0,35,95,69,42,FW,CF,Roamer,
198,198,부산,구현준,6,0,0,59,134,50,6,22,14,10,25,14,33,0,46,76,88,33,DF,FB,Safety,https://www.youtube.com/watch?v=tX8-85RCrUE
199,199,부산,정원진,16,3,2,171,324,58,40,11,19,12,82,20,68,25,37,82,82,20,FW,WF,Wide Threat,https://www.youtube.com/watch?v=9bh6qOY5AtE
200,200,부산,이상헌,24,7,3,233,332,76,44,14,28,14,108,40,61,52,33,77,75,23,FW,WF,Wide Threat,https://www.youtube.com/watch?v=JhxDzg7RVKI
201,201,부산,김동수,4,0,0,4,126,70,12,44,20,15,15,15,0,0,76,87,92,25,DF,CB,Spreader,
202,202,부산,조위제,22,0,0,15,508,392,46,198,121,50,78,58,20,70,64,85,87,43,DF,CB,SCB,https://www.youtube.com/watch?v=etQdrg2cdHo
203,203,부산,김정민,10,1,0,73,257,52,29,16,14,15,78,11,64,0,43,86,90,24,MF,CAM,Box crasher,https://www.youtube.com/watch?v=VKxVPIK2eGE
204,204,부산,구상민,16,0,0,0,8,545,0,12,69,1,20,3,0,0,0,61,99,0,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=gh96l_cCPsk
205,205,부산,김정현,16,1,0,69,407,128,46,72,88,45,128,64,26,0,65,81,78,35,MF,CAM,Box crasher,https://www.youtube.com/watch?v=ZeUCwLxtH_E
206,206,부산,이청웅,10,0,0,10,181,111,21,59,34,17,28,22,0,100,49,83,84,29,DF,CB,SCB,https://www.youtube.com/watch?v=hMjXnuaQjGc
207,207,부산,이태민,10,0,1,63,96,22,17,9,14,19,58,21,62,36,38,68,68,47,FW,WF,Wide Threat,https://www.youtube.com/watch?v=RnxPQrYad1U
208,208,부산,이강희,12,0,0,83,284,72,40,56,34,21,70,32,29,33,64,86,84,30,MF,CAM,Box crasher,https://www.youtube.com/watch?v=ysi-qxZCeZ4
209,209,부산,이현준,2,0,0,18,20,2,5,3,2,7,10,4,100,0,29,71,74,20,FW,CF,Finisher,
210,210,부산,드로젝,13,2,0,147,147,31,43,14,25,25,63,24,71,50,45,78,77,28,FW,WF,Wide Threat,https://www.youtube.com/watch?v=N3cttw-V5wg
211,211,부산,이한도,28,1,0,28,669,500,27,205,116,49,73,83,14,0,69,86,92,56,DF,CB,Aggressor,https://www.youtube.com/watch?v=pS7JI1U0pw8
212,212,부천,박창준,21,6,3,247,328,81,78,13,41,43,132,36,56,44,43,80,81,24,MF,CDM,Box to Box,https://www.youtube.com/watch?v=9l0J9Jha2ws
213,213,부천,이주현,2,0,0,0,2,69,0,1,13,0,4,0,0,0,0,50,100,0,GK,GK,Goalkeeper,
214,214,부천,감한솔,4,0,0,47,83,30,9,11,15,8,32,10,0,100,31,71,82,33,DF,FB,Safety,https://www.youtube.com/watch?v=yNC7KRB_RW0
215,215,부천,김준형,29,0,4,268,1304,306,108,69,127,100,298,89,33,46,56,83,85,33,MF,CAM,Creator,https://www.youtube.com/watch?v=TDsgrnEKk6w
216,216,부천,송홍민,13,2,2,83,512,120,35,56,47,27,109,22,59,0,54,82,87,14,MF,CAM,Creator,https://www.youtube.com/watch?v=-jpSWkonhYs
217,217,부천,김정호,5,0,0,7,79,100,2,44,21,6,11,11,0,0,67,68,91,0,DF,CB,SCB,https://www.youtube.com/watch?v=sM-rYsrR0uo
218,218,부천,이풍연,2,0,0,5,60,60,7,16,18,11,13,13,0,0,72,69,87,57,DF,CB,Spreader,
219,219,부천,조현택,32,6,4,308,635,213,55,121,96,64,147,83,52,39,59,60,80,51,DF,FB,Safety,https://www.youtube.com/watch?v=Vp2jv5l4Mm4
220,220,부천,최철원,40,0,0,0,5,969,2,53,142,0,74,4,0,0,0,45,99,100,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=i9axy1-X4Us
221,221,부천,김강산,40,1,2,129,1194,815,76,284,189,103,147,145,47,45,63,83,90,33,DF,FB,Progressor,https://www.youtube.com/watch?v=tnkuDJMog5Y&t=69s
222,222,부천,안재준,10,4,1,91,77,13,10,8,7,9,32,11,50,25,26,86,79,30,FW,CF,Roamer,https://www.youtube.com/watch?v=cd9ivwn7SBw
223,223,부천,최병찬,6,0,0,98,193,75,10,19,23,10,26,13,67,43,40,87,90,30,FW,WF,Unlocker,https://www.youtube.com/watch?v=9dWRVLlI_ZI
224,224,부천,국태정,10,0,0,145,211,86,33,28,30,19,57,36,25,14,35,65,82,21,DF,FB,Safety,https://www.youtube.com/watch?v=JYm3pA-wvmE
225,225,부천,한지호,21,6,3,295,322,47,27,20,18,20,92,24,50,30,36,74,83,11,FW,WF,Wide Threat,https://www.youtube.com/watch?v=9wfr90E6Ew4
226,226,부천,오재혁,26,2,3,293,597,137,85,18,35,43,168,30,70,55,40,82,90,38,MF,CDM,Box to Box,https://www.youtube.com/watch?v=gQqh6RiQPgQ
227,227,부천,이의형,12,2,0,94,120,27,17,26,10,12,50,19,47,44,40,71,73,12,FW,CF,Finisher,https://www.youtube.com/watch?v=F74ZeO8LxPM
228,228,부천,닐손주니어,41,7,2,58,993,993,110,246,216,113,153,92,64,50,66,86,92,47,DF,CB,SCB,https://www.youtube.com/watch?v=Ps1RTjcdLqI
229,229,부천,이동희,19,1,0,45,513,339,38,128,98,31,68,66,50,50,61,80,87,29,DF,FB,Safety,https://www.youtube.com/watch?v=cZYDB9GDoSk
230,230,부천,김호남,31,3,2,312,411,152,42,58,53,55,150,42,50,41,43,74,85,36,DF,FB,Safety,https://www.youtube.com/watch?v=FS2J29SZB74
231,231,부천,요르만,17,4,0,125,211,23,16,18,14,11,74,20,48,24,40,79,79,31,FW,CF,Finisher,https://www.youtube.com/watch?v=cHNsVP-iDKA
232,232,부천,은나마니,15,3,2,139,122,16,17,24,11,13,57,22,51,43,43,69,78,59,FW,WF,Wide Threat,https://www.youtube.com/watch?v=z7BWq0ob074
233,233,부천,조수철,16,2,2,142,686,158,40,27,39,32,133,39,48,33,41,88,92,15,MF,CAM,Creator,https://www.youtube.com/watch?v=ER7mrZhJH6U
234,234,부천,최재영,8,0,0,99,245,58,24,1,26,20,59,15,86,50,32,86,87,17,MF,CDM,Box to Box,https://www.youtube.com/watch?v=d5nDL9DCe1Y
235,235,부천,이용혁,20,1,0,14,441,391,45,139,58,53,64,84,33,50,66,79,93,22,DF,CB,Spreader,https://www.youtube.com/watch?v=hV-JoTnJ4vw
236,236,부천,김규민,5,1,0,55,121,30,5,12,13,12,33,14,50,14,30,69,87,20,DF,FB,Safety,https://www.youtube.com/watch?v=RNnocdgVgJA
237,237,부천,이시헌,18,4,3,239,353,68,42,13,32,14,125,30,48,22,36,81,82,29,MF,CDM,Box to Box,https://www.youtube.com/watch?v=YgehpNK_pSo
238,238,서울,일류첸코,23,9,1,282,281,21,32,22,12,12,94,22,61,12,49,70,71,41,FW,CF,Target,https://www.youtube.com/watch?v=9JuBwhQaCpQ
239,239,서울,이한범,21,1,1,33,1085,655,38,125,125,47,73,54,38,0,70,90,94,34,DF,CB,Aggressor,https://www.youtube.com/watch?v=DEgAaB9j54k
240,240,서울,조지훈,2,0,0,11,63,75,3,13,8,2,7,3,100,0,64,91,96,33,DF,CB,Aggressor,
241,241,서울,임민혁,17,0,0,71,101,339,11,11,59,11,35,9,75,0,42,61,87,18,FW,CF,Finisher,https://www.youtube.com/watch?v=vbsuU4qqytA
242,242,서울,백종범,3,0,0,0,0,122,1,3,10,0,6,0,0,0,0,80,97,100,GK,GK,Goalkeeper,
243,243,서울,윤종규,33,1,1,500,1230,369,71,52,102,72,153,50,78,38,39,82,90,39,DF,FB,Progressor,https://www.youtube.com/watch?v=9o10nox2A-c
244,244,서울,팔로세비치,30,5,2,445,958,121,77,23,51,28,207,49,55,44,43,87,86,27,MF,CDM,Box to Box,https://www.youtube.com/watch?v=jr_eI4CFP8M
245,245,서울,케이지로,5,0,0,72,112,9,13,6,6,10,15,8,43,33,32,89,87,8,FW,CF,Target,https://www.youtube.com/watch?v=hwEgtkSubZ4
246,246,서울,황인범,6,0,0,147,237,60,11,2,14,5,38,13,71,75,41,85,84,27,FW,WF,Unlocker,https://www.youtube.com/watch?v=59CeTQfn11M
247,247,서울,오스마르,23,1,0,89,1457,741,34,155,178,55,124,82,20,100,63,91,94,71,DF,CB,Aggressor,https://www.youtube.com/watch?v=NnsFdqz50CY
248,248,서울,조영욱,32,6,7,414,414,54,50,23,31,19,110,44,50,52,38,82,82,38,FW,WF,Wide Threat,https://www.youtube.com/watch?v=bwE02RPlbRw
249,249,서울,정한민,9,2,0,133,139,23,22,1,15,9,29,19,59,0,45,87,80,36,FW,CF,Target,https://www.youtube.com/watch?v=ax86ZeLr09s
250,250,서울,정현철,15,1,0,98,614,155,39,57,60,33,105,42,50,0,61,92,90,28,MF,CAM,Creator,https://www.youtube.com/watch?v=Wv-Rafhm-LM
251,251,서울,한승규,6,1,0,122,169,37,12,1,9,4,29,8,67,50,48,90,86,42,FW,CF,Target,https://www.youtube.com/watch?v=kIlv6n1agR0
252,252,서울,양한빈,37,0,0,0,9,1196,0,37,190,1,81,7,0,0,100,81,99,0,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=P5DwakHjDSg&t=184s
253,253,서울,이태석,17,0,0,199,624,203,24,61,48,28,75,34,27,44,52,78,89,37,DF,FB,Progressor,https://www.youtube.com/watch?v=9JKgUO-NXfs
254,254,서울,백상훈,4,0,0,38,123,26,12,3,8,14,28,4,100,33,60,85,88,17,MF,CAM,Box crasher,
255,255,서울,황현수,5,0,0,4,212,159,11,34,39,7,15,18,100,0,59,94,92,73,DF,CB,Aggressor,https://www.youtube.com/watch?v=c3SDCxzxV8E
256,256,서울,기성용,34,0,1,491,1885,562,52,70,117,50,154,53,46,43,69,91,93,46,MF,CAM,Creator,https://www.youtube.com/watch?v=BbT6Nobqn6o
257,257,서울,김진야,25,1,1,383,626,197,31,73,77,59,90,45,44,29,39,84,87,32,DF,FB,Safety,https://www.youtube.com/watch?v=fbhV6-yjIrk
258,258,서울,고요한,6,0,2,116,202,34,9,11,7,7,48,5,100,40,29,86,83,44,MF,CDM,Box to Box,https://www.youtube.com/watch?v=vDQ26ur38kY
259,259,서울,고광민,4,1,0,45,114,50,3,12,12,6,14,10,67,0,65,78,89,33,DF,FB,Safety,
260,260,서울,김신진,10,3,0,91,217,91,14,17,18,12,49,31,47,33,44,88,81,43,FW,CF,Roamer,https://www.youtube.com/watch?v=Tmod9Ru9chU
261,261,서울,박동진,13,3,0,86,107,15,11,11,13,10,19,9,52,0,44,71,75,27,FW,CF,Finisher,https://www.youtube.com/watch?v=UDnO0KFk6jI
262,262,서울,권성윤,4,0,0,110,98,20,7,4,6,6,19,5,0,20,43,92,94,43,FW,WF,Unlocker,
263,263,서울,나상호,28,8,4,498,505,62,30,9,16,23,121,38,63,52,37,87,86,40,FW,WF,Wide Threat,https://www.youtube.com/watch?v=DdgH88WH6wU
264,264,서울,강상희,2,0,0,2,134,79,6,10,18,4,6,4,0,0,33,87,87,17,DF,CB,Aggressor,
265,265,서울,강성진,20,1,4,339,331,51,27,8,19,15,82,19,54,42,32,78,82,22,FW,WF,Unlocker,https://www.youtube.com/watch?v=yvboZclytcc
266,266,서울E,황태현,24,2,0,200,661,267,51,106,91,51,135,57,52,14,43,69,77,33,DF,FB,Safety,https://www.youtube.com/watch?v=lxSA8dMxwDg
267,267,서울E,박준영,4,1,0,26,17,7,13,4,5,6,18,10,50,44,43,67,60,31,FW,CF,Finisher,
268,268,서울E,김원식,20,0,0,63,401,246,33,88,75,23,107,47,50,100,49,83,82,21,DF,CB,SCB,https://www.youtube.com/watch?v=NUhKcatHpv8
269,269,서울E,조동재,4,0,0,28,71,30,14,18,8,8,22,10,100,20,60,43,71,14,DF,FB,Safety,
270,270,서울E,윤보상,38,0,0,0,2,933,2,32,140,0,68,12,0,0,0,56,100,100,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=5fokMjwLR4E
271,271,서울E,츠바사,29,5,1,239,665,151,66,35,65,62,200,73,66,27,47,80,81,24,MF,CDM,Builder,https://www.youtube.com/watch?v=tByjV4E-xfY
272,272,서울E,유정완,10,2,0,86,74,11,20,3,7,20,60,8,54,42,32,89,78,15,FW,WF,Wide Threat,https://www.youtube.com/watch?v=cFBERdNyXm8
273,273,서울E,채광훈,25,0,2,240,555,226,49,88,74,43,132,67,80,35,51,61,86,31,DF,FB,Safety,https://www.youtube.com/watch?v=7cQIu2FAgqQ
274,274,서울E,김연수,38,0,0,55,874,601,86,306,226,93,175,138,40,67,61,83,84,45,DF,CB,Spreader,https://www.youtube.com/watch?v=9pl9Be4-3V4
275,275,서울E,김인성,24,5,2,301,247,49,47,12,29,19,138,34,64,45,28,85,82,32,FW,WF,Wide Threat,https://www.youtube.com/watch?v=9vrMzZ7Z000
276,276,서울E,김선민,37,2,1,195,981,295,135,108,175,103,319,87,43,50,47,84,85,34,MF,CAM,Box crasher,https://www.youtube.com/watch?v=D978tFyYv28
277,277,서울E,아센호,11,2,0,118,132,11,23,10,5,14,54,11,56,0,49,57,65,35,FW,CF,Roamer,https://www.youtube.com/watch?v=zKSTOg974X4
278,278,서울E,정성호,3,1,0,24,35,0,0,1,1,2,15,5,33,0,37,76,76,0,FW,CF,Finisher,
279,279,서울E,이성윤,3,1,0,27,23,8,6,3,3,7,20,15,69,55,44,80,67,33,FW,WF,Wide Threat,
280,280,서울E,김정환,23,6,4,188,258,49,61,16,38,29,127,34,51,37,36,75,77,18,FW,WF,Wide Threat,https://www.youtube.com/watch?v=W1w789lO4cU
281,281,서울E,김민규,8,0,1,23,193,100,13,52,34,19,36,32,0,50,57,79,87,46,DF,CB,Spreader,https://www.youtube.com/watch?v=5dLYqWvcOGU
282,282,서울E,서보민,13,0,1,185,307,115,19,46,38,29,58,34,55,43,53,65,83,16,DF,FB,Progressor,https://www.youtube.com/watch?v=7cQIu2FAgqQ&t=1s
283,283,서울E,이인재,11,0,0,32,282,225,18,109,63,24,46,33,50,75,60,86,78,50,DF,CB,Aggressor,https://www.youtube.com/watch?v=zYXhBOvmMYQ&t=1s
284,284,서울E,서재민,12,0,1,109,278,131,20,32,26,15,60,20,14,50,29,78,82,25,DF,FB,Safety,https://www.youtube.com/watch?v=75CXhXWCAwE
285,285,서울E,김진환,2,0,0,6,58,51,2,23,13,4,8,9,50,0,62,83,95,100,DF,CB,Spreader,
286,286,서울E,김형근,4,0,0,0,0,153,0,8,22,1,4,1,0,0,0,68,94,0,GK,GK,Goalkeeper,
287,287,서울E,까데나시,21,10,4,126,182,13,43,11,8,8,51,26,45,33,47,45,56,28,FW,CF,Finisher,https://www.youtube.com/watch?v=2jVoeZ9VhHw
288,288,서울E,한용수,20,0,0,11,336,337,19,160,90,49,45,63,14,0,58,89,88,42,DF,CB,SCB,https://www.youtube.com/watch?v=zYXhBOvmMYQ
289,289,서울E,이재익,27,1,0,42,607,409,51,179,139,48,94,67,70,20,55,77,83,37,DF,CB,SCB,https://www.youtube.com/watch?v=iq1Juy6NEdY
290,290,서울E,곽성욱,4,0,0,33,76,13,14,6,7,8,24,15,17,0,38,70,75,36,MF,CDM,Box to Box,
291,291,서울E,배재우,20,0,1,213,437,124,53,73,45,30,102,33,33,40,55,66,87,49,DF,FB,Safety,https://www.youtube.com/watch?v=mHVZ98Wxs7U
292,292,서울E,박태준,7,0,1,93,171,37,21,9,23,9,70,14,40,67,53,82,79,33,MF,CDM,Box to Box,
293,293,서울E,이동률,23,6,5,216,230,47,64,14,26,21,142,43,64,52,38,70,70,27,FW,WF,Wide Threat,https://www.youtube.com/watch?v=EZyWiG-qwHs
294,294,성남,박수일,28,5,1,330,487,219,72,65,73,43,158,70,53,39,38,75,85,32,DF,FB,Safety,https://www.youtube.com/watch?v=mW0s5Tf5Qt4
295,295,성남,이시영,25,0,2,227,414,220,45,90,61,46,137,54,62,27,40,69,84,22,DF,FB,Safety,https://www.youtube.com/watch?v=uMr8mJjk8bY
296,296,성남,김민혁,29,4,2,276,597,173,68,70,56,40,177,49,69,25,49,85,83,35,DF,CB,Spreader,https://www.youtube.com/watch?v=IoScwsvC2eQ
297,297,성남,김훈민,3,0,1,36,70,24,14,9,11,5,20,13,83,43,37,77,72,29,DF,FB,Safety,
298,298,성남,전성수,10,2,0,86,103,15,10,14,6,10,39,8,81,35,36,72,76,30,FW,CF,Roamer,https://www.youtube.com/watch?v=vdbdjfA_fb4
299,299,성남,김지수,18,0,1,5,312,298,21,98,80,24,49,31,0,0,45,86,88,43,DF,CB,SCB,https://www.youtube.com/watch?v=CLWrJjQVUXY
300,300,성남,연제운,18,1,1,30,596,434,28,117,82,36,57,49,50,0,57,93,93,64,DF,CB,Aggressor,https://www.youtube.com/watch?v=JTQJfiKHN0c
301,301,성남,김현태,5,0,0,22,141,51,8,16,14,8,27,10,0,0,59,83,93,37,DF,CB,SCB,
302,302,성남,이지훈,13,0,0,122,204,75,25,14,15,13,49,24,50,38,41,72,80,44,DF,FB,Safety,https://www.youtube.com/watch?v=YhYeiPR5lC8
